


2440,,,,,,,,,



2561,,,,,,,,,



1053,,,,,,,,,



1164,,,,,,,,,



17677,,,,,,,,,



18188,,,,,,,,,



2899,,,,,,,,,



5478,,,,,,,,,



3733,,,,,,,,,



5060,,,,,,,,,



6383,,,,,,,,,



7693,,,,,,,,,



9164,,,,,,,,,



10474,,,,,,,,,



11784,,,,,,,,,



13105,,,,,,,,,



14415,,,,,,,,,



15842,,,,,,,,,



17153,,,,,,,,,



18463,,,,,,,,,



19773,,,,,,,,,



21084,,,,,,,,,



22394,,,,,,,,,



23714,,,,,,,,,



25308,,,,,,,,,



26618,,,,,,,,,



27928,,,,,,,,,



29239,,,,,,,,,



30554,,,,,,,,,



31864,,,,,,,,,



33175,,,,,,,,,



34485,,,,,,,,,



35795,,,,,,,,,



37106,,,,,,,,,



38416,,,,,,,,,



39726,,,,,,,,,



41204,,,,,,,,,



42525,,,,,,,,,



43835,,,,,,,,,



45146,,,,,,,,,



46456,,,,,,,,,



47766,,,,,,,,,



49077,,,,,,,,,



50387,,,,,,,,,



51697,,,,,,,,,



53008,,,,,,,,,



54318,,,,,,,,,



55628,,,,,,,,,



57106,,,,,,,,,



2182,,,,,,,,,



2693,,,,,,,,,



3204,,,,,,,,,



3715,,,,,,,,,



4226,,,,,,,,,



4747,,,,,,,,,



5262,,,,,,,,,



5772,,,,,,,,,



6283,,,,,,,,,



6794,,,,,,,,,



7305,,,,,,,,,



7984,,,,,,,,,



8495,,,,,,,,,



9006,,,,,,,,,



9517,,,,,,,,,



10028,,,,,,,,,



10550,,,,,,,,,



11061,,,,,,,,,



11572,,,,,,,,,



12083,,,,,,,,,



12594,,,,,,,,,



13105,235942.800,,,,,,,false,



13616,235942.800,0.00,,,,,,false,



14296,235943.800,0.00,,,,,,false,



14807,235943.800,0.00,,,,,,false,



15318,235944.799,0.00,,,,,,false,



15829,235944.799,0.00,,,,,,false,



16340,235945.799,0.00,,,,,,false,



16855,235945.799,0.00,,,,,,false,



17366,235946.799,0.00,,,,,,false,



17877,235946.799,0.00,,,,,,false,



18388,235947.799,0.00,,,,,,false,



18899,235947.799,0.00,,,,,,false,



19410,235948.799,0.00,,,,,,false,



19921,235948.799,0.00,,,,,,false,



20603,235949.799,0.00,,,,,,false,



21123,235950.800,0.00,,,,,,false,



21634,235950.800,0.00,,,,,,false,



5321,,,,,,,,,



5832,,,,,,,,,



6343,093103.092,,,,,,,false,



6854,093104.092,0.00,,,,,,false,



7369,093104.092,0.00,,,,,,false,



7879,093105.092,0.00,,,,,,false,



8401,093105.092,0.00,,,,,,false,



8912,093106.092,0.00,,,,,,false,



9423,093106.092,0.00,,,,,,false,



10071,093107.092,0.00,,,,,,false,



10582,093108.092,0.00,,,,,,false,



11093,093108.092,0.00,,,,,,false,



11765,093109.092,0.00,,,,,,false,



12276,093109.092,0.00,,,,,,false,



12787,093110.092,0.00,,,,,,false,



13298,093110.092,0.00,,,,,,false,



13809,093111.092,0.00,,,,,,false,



14320,093111.092,0.00,,,,,,false,



14835,093112.297,0.00,,,,,,false,



15346,093112.297,0.00,,,,,,false,



15857,093113.297,0.00,,,,,,false,



16368,093113.297,0.00,,,,,,false,



16879,093114.297,0.00,,,,,,false,



17390,093114.297,0.00,,,,,,false,



18068,093115.297,0.00,,,,,,false,



18579,093115.297,0.00,,,,,,false,



19090,093116.297,0.00,,,,,,false,



19601,093116.297,0.00,,,,,,false,



20112,093117.297,0.00,,,,,,false,



20633,093118.077,0.00,,,,,,false,



21144,093118.297,0.00,,,,,,false,



21659,093118.297,0.00,,,,,,false,



22169,093119.297,0.00,,,,,,false,



22691,093119.297,0.00,,,,,,false,



23202,093120.297,0.00,,,,,,false,



23713,093121.297,0.00,,,,,,false,



24418,093121.297,0.00,,,,,,false,



24929,093122.297,0.00,,,,,,false,



25440,093122.297,0.00,,,,,,false,



25951,093123.297,0.00,,,,,,false,



26462,093123.297,0.00,,,,,,false,



26973,093124.297,0.00,,,,,,false,



27484,093124.297,0.00,,,,,,false,



27995,093125.297,0.00,,,,,,false,



28506,093125.297,0.00,,,,,,false,



29021,093126.297,0.00,,,,,,false,



29648,093126.297,0.00,,,,,,false,



30159,093127.297,0.00,,,,,,false,



30839,093127.297,0.00,,,,,,false,



31350,093127.297,0.00,,,,,,false,



8026,,,,,,,,,



8137,,,,,,,,,



8248,,,,,,,,,



8359,,,,,,,,,



8470,,,,,,,,,



8581,,,,,,,,,



8692,235945.799,,,,,,,false,



8803,235945.799,0.00,,,,,,false,



8914,235945.799,0.00,,,,,,false,



9025,235945.799,0.00,,,,,,false,



9314,235945.799,0.00,,,,,,false,



9436,235945.799,0.00,,,,,,false,



9551,235945.799,0.00,,,,,,false,



9662,235946.799,0.00,,,,,,false,



9773,235946.799,0.00,,,,,,false,



9884,235946.799,0.00,,,,,,false,



9995,235946.799,0.00,,,,,,false,



10106,235946.799,0.00,,,,,,false,



10217,235946.799,0.00,,,,,,false,



10328,235946.799,0.00,,,,,,false,



10439,235946.799,0.00,,,,,,false,



10550,235946.799,0.00,,,,,,false,



10831,235947.799,0.00,,,,,,false,



10942,235947.799,0.00,,,,,,false,



11053,235947.799,0.00,,,,,,false,



11168,235947.799,0.00,,,,,,false,



11279,235947.799,0.00,,,,,,false,



11390,235947.799,0.00,,,,,,false,



11501,235947.799,0.00,,,,,,false,



11612,235947.799,0.00,,,,,,false,



11723,235948.799,0.00,,,,,,false,



11834,235948.799,0.00,,,,,,false,



11945,235948.799,0.00,,,,,,false,



12056,235948.799,0.00,,,,,,false,



12338,235948.799,0.00,,,,,,false,



12449,235948.799,0.00,,,,,,false,



12560,235948.799,0.00,,,,,,false,



12671,235949.799,0.00,,,,,,false,



12782,235949.799,0.00,,,,,,false,



12908,235949.799,0.00,,,,,,false,



13019,235949.799,0.00,,,,,,false,



13140,235949.799,0.00,,,,,,false,



13251,235949.799,0.00,,,,,,false,



13362,235949.799,0.00,,,,,,false,

